Transaction Dates (Calculated),N.Y.C. - J Day Ahead Price,N.Y.C. - J Day Ahead Forecast Load
"41,890.92",24.45,6335
"41,890.96",25.37,5802
"41,891.00",23.05,5438
"41,891.04",21.06,5160
"41,891.08",19.72,5004
"41,891.13",19.47,4961
"41,891.17",22.85,5215
"41,891.21",29.3,5630
"41,891.25",29.93,6187
"41,891.29",31.37,6722
"41,891.33",33.53,7069
"41,891.38",34.81,7282
"41,891.42",37.13,7418
"41,891.46",38.57,7553
"41,891.50",38.82,7670
"41,891.54",39.9,7757
"41,891.58",42.08,7802
"41,891.63",42.16,7774
"41,891.67",38.99,7646
"41,891.71",36.14,7367
"41,891.75",38.79,7230
"41,891.79",37.23,7224
"41,891.83",29.71,6990
"41,891.88",29.13,6636
"41,891.92",27.18,6151
"41,891.96",25.17,5542
"41,892.00",22.87,5255
"41,892.04",21.54,5074
"41,892.08",20.31,4963
"41,892.13",20.51,4936
"41,892.17",23.25,5130
"41,892.21",30.25,5617
"41,892.25",31.82,6169
"41,892.29",32,6698
"41,892.33",33.56,7114
"41,892.38",35.92,7354
"41,892.42",38.11,7494
"41,892.46",39.18,7626
"41,892.50",40.98,7753
"41,892.54",41.48,7832
"41,892.58",45.52,7890
"41,892.63",45.82,7898
"41,892.67",41.33,7809
"41,892.71",39.6,7505
"41,892.75",40.92,7300
"41,892.79",39.72,7244
"41,892.83",34.78,7008
"41,892.88",31.63,6643
"41,892.92",28.73,6124
"41,892.96",30.15,5546
"41,893.00",26.43,5333
"41,893.04",24.01,5294
"41,893.08",22.88,5257
"41,893.13",23.07,5245
"41,893.17",26.32,5307
"41,893.21",34.21,6018
"41,893.25",36.13,6645
"41,893.29",36.74,7276
"41,893.33",40.89,7768
"41,893.38",43.93,8024
"41,893.42",45.92,8255
"41,893.46",48.35,8469
"41,893.50",55.26,8634
"41,893.54",61.34,8770
"41,893.58",72.37,8851
"41,893.63",78.02,8854
"41,893.67",63.01,8761
"41,893.71",49,8429
"41,893.75",50.09,8241
"41,893.79",47.01,8193
"41,893.83",43.08,7919
"41,893.88",37.53,7501
"41,893.92",33.11,6918
"41,893.96",28.84,5995
"41,894.00",24.26,5677
"41,894.04",21.41,5170
"41,894.08",20.55,4921
"41,894.13",20.81,4904
"41,894.17",22.38,5340
"41,894.21",30.63,5575
"41,894.25",34.05,6154
"41,894.29",35.85,6653
"41,894.33",38.97,7006
"41,894.38",39.34,7220
"41,894.42",40.51,7337
"41,894.46",42.11,7436
"41,894.50",41.45,7501
"41,894.54",43.02,7557
"41,894.58",44.8,7580
"41,894.63",44.76,7521
"41,894.67",40.46,7405
"41,894.71",37.51,7029
"41,894.75",38.67,6856
"41,894.79",36.42,6796
"41,894.83",31.56,6504
"41,894.88",28.67,6172
"41,894.92",25.19,5746
"41,894.96",23.25,5345
"41,895.00",21.01,4942
"41,895.04",19.23,4736
"41,895.08",17.45,4598
"41,895.13",17.31,4545
"41,895.17",17.98,4536
"41,895.21",19.65,4756
"41,895.25",21.9,5035
"41,895.29",24.83,5407
"41,895.33",26.9,5789
"41,895.38",29.32,5994
"41,895.42",30.19,6141
"41,895.46",31.17,6233
"41,895.50",30.97,6242
"41,895.54",30.77,6236
"41,895.58",30.53,6215
"41,895.63",30.27,6154
"41,895.67",30.86,6071
"41,895.71",30.22,5962
"41,895.75",32.98,6027
"41,895.79",31.11,6071
"41,895.83",28.12,5860
"41,895.88",26.04,5600
"41,895.92",22.72,5283
"41,895.96",23.39,4890
"41,896.00",21.56,4712
"41,896.04",19.11,4531
"41,896.08",17.64,4427
"41,896.13",16.42,4386
"41,896.17",16.51,4330
"41,896.21",15.9,4454
"41,896.25",18.1,4575
"41,896.29",21.71,4802
"41,896.33",23.04,5056
"41,896.38",24.36,5303
"41,896.42",25.06,5466
"41,896.46",26.08,5584
"41,896.50",26.18,5633
"41,896.54",26.14,5691
"41,896.58",26.19,5744
"41,896.63",26.62,5727
"41,896.67",27.56,5705
"41,896.71",28.75,5688
"41,896.75",31.19,5747
"41,896.79",31.17,5818
"41,896.83",27.39,5699
"41,896.88",25.07,5427
"41,896.92",22.05,5022
"41,896.96",20.29,4522
"41,897.00",18.02,4438
"41,897.04",16.47,4367
"41,897.08",16.09,4338
"41,897.13",16.05,4338
"41,897.17",19.77,4459
"41,897.21",26.97,5058
"41,897.25",27.71,5636
"41,897.29",28.52,6093
"41,897.33",33.64,6405
"41,897.38",34.92,6593
"41,897.42",35.03,6715
"41,897.46",35.03,6826
"41,897.50",35.03,6898
"41,897.54",36.01,6961
"41,897.58",37.06,7005
"41,897.63",37.13,6958
"41,897.67",36.35,6897
"41,897.71",34.91,6632
"41,897.75",36.98,6562
"41,897.79",35.07,6459
"41,897.83",30.2,6191
"41,897.88",24.48,5827
"41,897.92",23.02,5313
"41,897.96",22.21,4671
"41,898.00",17.9,4295
"41,898.04",16.69,4237
"41,898.08",16.41,4225
"41,898.13",16.45,4219
"41,898.17",20.29,4322
"41,898.21",29.33,4995
"41,898.25",29.97,5628
"41,898.29",29.43,6110
"41,898.33",33.37,6460
"41,898.38",34.29,6646
"41,898.42",34.81,6819
"41,898.46",34.85,6894
"41,898.50",35.34,6948
"41,898.54",36.01,6964
"41,898.58",36.66,7001
"41,898.63",36.8,7020
"41,898.67",35.39,6971
"41,898.71",33.93,6731
"41,898.75",37.39,6616
"41,898.79",35.15,6453
"41,898.83",29.28,6154
"41,898.88",24.33,5752
"41,898.92",21.74,5207
"41,898.96",18.03,4671
"41,899.00",15.87,4450
"41,899.04",14.73,4369
"41,899.08",14.61,4332
"41,899.13",14.52,4307
"41,899.17",17.54,4377
"41,899.21",24.85,4991
"41,899.25",29.93,5605
"41,899.29",30.52,6079
"41,899.33",31.52,6401
"41,899.38",32.36,6580
"41,899.42",32.98,6686
"41,899.46",33.3,6756
"41,899.50",33.76,6806
"41,899.54",34.14,6832
"41,899.58",34.6,6871
"41,899.63",35.75,6869
"41,899.67",33.66,6830
"41,899.71",31.63,6585
"41,899.75",38.23,6508
"41,899.79",33.49,6370
"41,899.83",29.96,6100
"41,899.88",25.11,5728
"41,899.92",22.32,5235
"41,899.96",16.99,4792
"41,900.00",14.97,4420
"41,900.04",14.04,4339
"41,900.08",13.84,4303
"41,900.13",13.8,4276
"41,900.17",16.12,4344
"41,900.21",27.24,4956
"41,900.25",30.28,5563
"41,900.29",31.01,6051
"41,900.33",33.72,6392
"41,900.38",36.04,6601
"41,900.42",36.47,6728
"41,900.46",34.79,6837
"41,900.50",35.27,6924
"41,900.54",35.75,6980
"41,900.58",36.34,7041
"41,900.63",36.83,7043
"41,900.67",35.44,7001
"41,900.71",33.39,6722
"41,900.75",40.04,6625
"41,900.79",37.07,6465
"41,900.83",30.31,6208
"41,900.88",28.33,5836
"41,900.92",23.66,5376
"41,900.96",25.62,4912
"41,901.00",22.17,4545
"41,901.04",18.48,4390
"41,901.08",16.84,4311
"41,901.13",16.67,4284
"41,901.17",22.6,4437
"41,901.21",27.6,4910
"41,901.25",30,5491
"41,901.29",30.67,5943
"41,901.33",32.6,6237
"41,901.38",33.15,6397
"41,901.42",33.56,6469
"41,901.46",32.71,6515
"41,901.50",33.22,6537
"41,901.54",33.26,6544
"41,901.58",31.39,6566
"41,901.63",30.76,6558
"41,901.67",30.27,6531
"41,901.71",29.97,6295
"41,901.75",33.18,6212
"41,901.79",30.03,6062
"41,901.83",28.66,5789
"41,901.88",25.61,5464
"41,901.92",21.37,5053
"41,901.96",25.52,4626
"41,902.00",21.7,4370
"41,902.04",19.48,4261
"41,902.08",17.09,4204
"41,902.13",16.96,4160
"41,902.17",17.77,4129
"41,902.21",18.45,4432
"41,902.25",21.15,4658
"41,902.29",23.48,4917
"41,902.33",25.53,5266
"41,902.38",27.51,5515
"41,902.42",28.4,5703
"41,902.46",28.7,5822
"41,902.50",29.8,5882
"41,902.54",30.19,5916
"41,902.58",30.45,5977
"41,902.63",30.84,6033
"41,902.67",30.79,6046
"41,902.71",30.88,5986
"41,902.75",35.32,6032
"41,902.79",32.77,5978
"41,902.83",30.31,5843
"41,902.88",27.67,5600
"41,902.92",24.19,5278
"41,902.96",27.45,4924
"41,903.00",23.43,4651
"41,903.04",20.03,4528
"41,903.08",17.38,4459
"41,903.13",17.23,4391
"41,903.17",16.45,4350
"41,903.21",15.56,4658
"41,903.25",20.13,4834
"41,903.29",23.01,5064
"41,903.33",25.01,5399
"41,903.38",26.59,5702
"41,903.42",30.58,5961
"41,903.46",33.04,6174
"41,903.50",35.48,6276
"41,903.54",35.73,6324
"41,903.58",36.23,6392
"41,903.63",38,6447
"41,903.67",36.86,6475
"41,903.71",36.57,6406
"41,903.75",40.73,6474
"41,903.79",38.11,6427
"41,903.83",32.63,6277
"41,903.88",32.35,5982
"41,903.92",29.42,5568
"41,903.96",31.07,5256
"41,904.00",26.77,4902
"41,904.04",23.26,4797
"41,904.08",20.16,4748
"41,904.13",20.18,4740
"41,904.17",25.85,4841
"41,904.21",31.76,5457
"41,904.25",30.05,6027
"41,904.29",30.27,6479
"41,904.33",32.46,6791
"41,904.38",33.62,6970
"41,904.42",34.14,7047
"41,904.46",36.3,7076
"41,904.50",37.44,7089
"41,904.54",33.96,7096
"41,904.58",34.8,7105
"41,904.63",34.71,7060
"41,904.67",32.42,7003
"41,904.71",32.15,6743
"41,904.75",35.57,6648
"41,904.79",31.96,6499
"41,904.83",29.44,6201
"41,904.88",25.11,5834
"41,904.92",21.2,5352
"41,904.96",22.48,4992
"41,905.00",20.2,4469
"41,905.04",17.87,4368
"41,905.08",17.15,4311
"41,905.13",17.5,4288
"41,905.17",21.67,4365
"41,905.21",28.33,4955
"41,905.25",27.13,5497
"41,905.29",27.4,5926
"41,905.33",29.75,6194
"41,905.38",30.74,6345
"41,905.42",31.62,6419
"41,905.46",31.4,6460
"41,905.50",32.22,6493
"41,905.54",31.92,6524
"41,905.58",31.65,6565
"41,905.63",32.27,6565
"41,905.67",32.23,6553
"41,905.71",32.24,6344
"41,905.75",38.95,6289
"41,905.79",32.32,6197
"41,905.83",28.11,5934
"41,905.88",25.24,5588
"41,905.92",22.06,5113
"41,905.96",20.03,4734
"41,906.00",17.43,4432
"41,906.04",15.81,4370
"41,906.08",15.12,4328
"41,906.13",15.37,4307
"41,906.17",19.11,4344
"41,906.21",26.56,5003
"41,906.25",28.5,5583
"41,906.29",28.77,6066
"41,906.33",30.71,6386
"41,906.38",31.94,6585
"41,906.42",33.25,6709
"41,906.46",33.49,6763
"41,906.50",34.55,6816
"41,906.54",33.85,6849
"41,906.58",35.29,6884
"41,906.63",35.3,6908
"41,906.67",36.13,6854
"41,906.71",35.33,6665
"41,906.75",38.98,6586
"41,906.79",34.75,6451
"41,906.83",28.82,6206
"41,906.88",26.53,5858
"41,906.92",22.1,5406
"41,906.96",25.99,5038
"41,907.00",23.05,4709
"41,907.04",20.12,4570
"41,907.08",18.97,4497
"41,907.13",19.61,4471
"41,907.17",25.02,4592
"41,907.21",31.07,5183
"41,907.25",32.53,5764
"41,907.29",32.52,6222
"41,907.33",35.23,6531
"41,907.38",35.77,6689
"41,907.42",36.51,6769
"41,907.46",36.48,6801
"41,907.50",38.81,6817
"41,907.54",36.64,6822
"41,907.58",36.49,6826
"41,907.63",37.39,6825
"41,907.67",37.44,6783
"41,907.71",36.78,6601
"41,907.75",42.85,6532
"41,907.79",36.58,6384
"41,907.83",32.53,6108
"41,907.88",27.14,5752
"41,907.92",26.95,5306
"41,907.96",28.54,4848
"41,908.00",27.06,4522
"41,908.04",25.21,4375
"41,908.08",24.69,4293
"41,908.13",25.88,4263
"41,908.17",29.98,4368
"41,908.21",32.95,4881
"41,908.25",35.97,5460
"41,908.29",34.93,5967
"41,908.33",39.3,6350
"41,908.38",42.22,6583
"41,908.42",43.01,6739
"41,908.46",41.5,6824
"41,908.50",42.83,6862
"41,908.54",42.22,6908
"41,908.58",41.09,6956
"41,908.63",42.3,6959
"41,908.67",42.09,6906
"41,908.71",43.67,6637
"41,908.75",46.42,6514
"41,908.79",40.01,6390
"41,908.83",34.1,6121
"41,908.88",29.75,5814
"41,908.92",29.77,5387
"41,908.96",29.64,5094
"41,909.00",27,4715
"41,909.04",27,4602
"41,909.08",25.7,4523
"41,909.13",25.75,4473
"41,909.17",26.81,4379
"41,909.21",26.05,4632
"41,909.25",26.63,4802
"41,909.29",30.86,5059
"41,909.33",32.74,5359
"41,909.38",33.03,5642
"41,909.42",34.02,5849
"41,909.46",34.97,5977
"41,909.50",35.98,6038
"41,909.54",37.22,6085
"41,909.58",38.64,6130
"41,909.63",39,6118
"41,909.67",38.86,6089
"41,909.71",39.21,5990
"41,909.75",44.46,6034
"41,909.79",39.07,6047
"41,909.83",34.28,5907
"41,909.88",32.62,5720
"41,909.92",31.11,5422
"41,909.96",24.88,5200
"41,910.00",23.4,4859
"41,910.04",22.2,4780
"41,910.08",22.15,4722
"41,910.13",20.34,4681
"41,910.17",19.28,4549
"41,910.21",21.85,4757
"41,910.25",22.64,4862
"41,910.29",25.45,5077
"41,910.33",29.8,5360
"41,910.38",31.02,5660
"41,910.42",32.3,5893
"41,910.46",32.27,6052
"41,910.50",32.97,6139
"41,910.54",33,6209
"41,910.58",33.11,6276
"41,910.63",36.05,6279
"41,910.67",36.3,6276
"41,910.71",36.08,6215
"41,910.75",40.37,6281
"41,910.79",34.41,6304
"41,910.83",32.07,6240
"41,910.88",29.16,6037
"41,910.92",25.01,5718
"41,910.96",22.85,5455
"41,911.00",21.64,5088
"41,911.04",20.14,4978
"41,911.08",19.5,4907
"41,911.13",20.11,4890
"41,911.17",23.08,4978
"41,911.21",28.83,5569
"41,911.25",30.63,6107
"41,911.29",32.31,6601
"41,911.33",35.32,6979
"41,911.38",36.18,7236
"41,911.42",38.94,7399
"41,911.46",39.15,7514
"41,911.50",42.22,7582
"41,911.54",41.76,7631
"41,911.58",41.87,7669
"41,911.63",43.69,7678
"41,911.67",40.4,7638
"41,911.71",39.12,7438
"41,911.75",46.34,7333
"41,911.79",36.11,7198
"41,911.83",31.43,6969
"41,911.88",27.43,6632
"41,911.92",25.1,6161
"41,911.96",21.97,5673
"41,912.00",20.01,5399
"41,912.04",18.71,5156
"41,912.08",18.28,5024
"41,912.13",18.52,4997
"41,912.17",22.03,5235
"41,912.21",29.45,5677
"41,912.25",31.2,6238
"41,912.29",32.59,6716
"41,912.33",35.26,7057
"41,912.38",35.51,7259
"41,912.42",36.78,7411
"41,912.46",36.32,7456
"41,912.50",37.07,7468
"41,912.54",36.38,7467
"41,912.58",36.92,7488
"41,912.63",38.21,7500
"41,912.67",37.08,7449
"41,912.71",37.11,7232
"41,912.75",41.44,7073
"41,912.79",36.01,6868
"41,912.83",30.8,6626
"41,912.88",26.5,6261
"41,912.92",22.4,5785
"41,912.96",26.19,5325
"41,913.00",25.09,5032
"41,913.04",22.53,4823
"41,913.08",22.33,4710
"41,913.13",22.68,4685
"41,913.17",26.96,4874
"41,913.21",33.69,5373
"41,913.25",35.43,5932
"41,913.29",36.37,6358
"41,913.33",43.5,6662
"41,913.38",43.6,6834
"41,913.42",43.87,6906
"41,913.46",42.93,6932
"41,913.50",42.79,6931
"41,913.54",41.11,6941
"41,913.58",40.06,6977
"41,913.63",42.9,7039
"41,913.67",41.88,6998
"41,913.71",43.57,6807
"41,913.75",47.61,6723
"41,913.79",38.9,6519
"41,913.83",33.19,6261
"41,913.88",29.12,5917
"41,913.92",27.08,5473
"41,913.96",28,4807
"41,914.00",26.67,4583
"41,914.04",24,4409
"41,914.08",23.68,4319
"41,914.13",24.25,4304
"41,914.17",28.32,4491
"41,914.21",34.46,5007
"41,914.25",36.15,5575
"41,914.29",37.25,6005
"41,914.33",40.93,6305
"41,914.38",40.27,6479
"41,914.42",40.05,6543
"41,914.46",38.9,6578
"41,914.50",38.95,6587
"41,914.54",38.99,6603
"41,914.58",38.97,6634
"41,914.63",39.26,6688
"41,914.67",38.98,6663
"41,914.71",43.05,6508
"41,914.75",48.49,6441
"41,914.79",38.1,6220
"41,914.83",33.01,5960
"41,914.88",28.93,5610
"41,914.92",27.27,5194
"41,914.96",26.61,4675
"41,915.00",24.54,4465
"41,915.04",23.5,4297
"41,915.08",22.77,4214
"41,915.13",23.19,4194
"41,915.17",26.3,4357
"41,915.21",34,4859
"41,915.25",32.52,5414
"41,915.29",32.62,5840
"41,915.33",37.68,6141
"41,915.38",40.93,6329
"41,915.42",43.12,6404
"41,915.46",42.68,6435
"41,915.50",42.1,6435
"41,915.54",41.95,6427
"41,915.58",40.43,6429
"41,915.63",39.17,6460
"41,915.67",36.87,6417
"41,915.71",39.78,6260
"41,915.75",44.62,6183
"41,915.79",34.43,5940
"41,915.83",29.64,5688
"41,915.88",27.43,5385
"41,915.92",25.09,5037
"41,915.96",23.69,4628
"41,916.00",25.01,4438
"41,916.04",23.77,4283
"41,916.08",22.14,4197
"41,916.13",21.73,4155
"41,916.17",22.46,4147
"41,916.21",24.74,4419
"41,916.25",23.95,4662
"41,916.29",28.44,4937
"41,916.33",31.5,5239
"41,916.38",36.33,5479
"41,916.42",36.81,5592
"41,916.46",34.53,5621
"41,916.50",34.4,5581
"41,916.54",32.94,5527
"41,916.58",33.42,5492
"41,916.63",32.91,5472
"41,916.67",33.34,5430
"41,916.71",38.11,5448
"41,916.75",40.94,5532
"41,916.79",33.09,5381
"41,916.83",30.72,5185
"41,916.88",29.09,4941
"41,916.92",25.28,4660
"41,916.96",21.67,4339
"41,917.00",19.09,4235
"41,917.04",18.08,4081
"41,917.08",17.8,3996
"41,917.13",16.69,3950
"41,917.17",16.67,3933
"41,917.21",16.52,4106
"41,917.25",17.77,4233
"41,917.29",22.33,4395
"41,917.33",24.99,4609
"41,917.38",25.07,4805
"41,917.42",26.58,4931
"41,917.46",26.7,4992
"41,917.50",26.9,5003
"41,917.54",25.57,5000
"41,917.58",25.58,5011
"41,917.63",26.48,5053
"41,917.67",28.81,5109
"41,917.71",33.87,5239
"41,917.75",38,5376
"41,917.79",32.09,5321
"41,917.83",26.95,5201
"41,917.88",24.85,4974
"41,917.92",20.29,4661
"41,917.96",21.83,4399
"41,918.00",19.6,4187
"41,918.04",17.47,4088
"41,918.08",17.43,4041
"41,918.13",17.67,4030
"41,918.17",22.51,4138
"41,918.21",30,4707
"41,918.25",31.41,5250
"41,918.29",31.48,5661
"41,918.33",35.45,5932
"41,918.38",36.11,6091
"41,918.42",36.05,6164
"41,918.46",35.47,6200
"41,918.50",36.51,6227
"41,918.54",36.75,6243
"41,918.58",37.08,6276
"41,918.63",39,6329
"41,918.67",40.12,6330
"41,918.71",40.93,6249
"41,918.75",49.68,6212
"41,918.79",38.98,6029
"41,918.83",28.33,5796
"41,918.88",25.79,5454
"41,918.92",23.33,5025
"41,918.96",26.78,4516
"41,919.00",22.57,4328
"41,919.04",21.76,4212
"41,919.08",21.11,4153
"41,919.13",21.51,4147
"41,919.17",26.87,4277
"41,919.21",35.51,4905
"41,919.25",35.89,5536
"41,919.29",37.34,6011
"41,919.33",43.19,6330
"41,919.38",40.73,6491
"41,919.42",39.49,6542
"41,919.46",38.92,6554
"41,919.50",39.45,6549
"41,919.54",38.88,6542
"41,919.58",38.92,6567
"41,919.63",39.3,6590
"41,919.67",40.3,6559
"41,919.71",45.15,6446
"41,919.75",51.13,6378
"41,919.79",40.08,6167
"41,919.83",33.5,5893
"41,919.88",30.11,5540
"41,919.92",28.41,5069
"41,919.96",28.55,4721
"41,920.00",27.48,4572
"41,920.04",27.02,4386
"41,920.08",25.89,4284
"41,920.13",26.28,4267
"41,920.17",28.9,4438
"41,920.21",34.53,4992
"41,920.25",36.83,5635
"41,920.29",36.9,6126
"41,920.33",43.94,6457
"41,920.38",45.61,6640
"41,920.42",44.93,6689
"41,920.46",38.91,6703
"41,920.50",38.97,6707
"41,920.54",36.18,6686
"41,920.58",36.63,6678
"41,920.63",36.44,6658
"41,920.67",42.57,6592
"41,920.71",47,6448
"41,920.75",50.72,6360
"41,920.79",37.79,6109
"41,920.83",32.36,5825
"41,920.88",29.02,5464
"41,920.92",25.8,4987
"41,920.96",24.37,4573
"41,921.00",22.5,4384
"41,921.04",21.45,4199
"41,921.08",20.69,4103
"41,921.13",21.8,4086
"41,921.17",24.25,4236
"41,921.21",31.43,4694
"41,921.25",34.73,5254
"41,921.29",33.8,5698
"41,921.33",36.67,5973
"41,921.38",38.96,6104
"41,921.42",37.13,6154
"41,921.46",34.01,6174
"41,921.50",34.26,6185
"41,921.54",34.18,6187
"41,921.58",34.07,6204
"41,921.63",34.26,6226
"41,921.67",37.15,6224
"41,921.71",48.11,6160
"41,921.75",50.52,6122
"41,921.79",34.81,5941
"41,921.83",32.2,5705
"41,921.88",28.84,5386
"41,921.92",24.24,4965
"41,921.96",22.97,4616
"41,922.00",20.7,4340
"41,922.04",18.85,4144
"41,922.08",18.71,4039
"41,922.13",19.75,4025
"41,922.17",23.22,4196
"41,922.21",32.58,4586
"41,922.25",35.83,5142
"41,922.29",34.16,5605
"41,922.33",35.23,5896
"41,922.38",35.8,6041
"41,922.42",35.78,6103
"41,922.46",36.4,6129
"41,922.50",35.78,6131
"41,922.54",35.09,6116
"41,922.58",35.09,6102
"41,922.63",35.55,6102
"41,922.67",36.95,6092
"41,922.71",43.01,6035
"41,922.75",49.48,5990
"41,922.79",37.06,5796
"41,922.83",32.82,5556
"41,922.88",28.44,5271
"41,922.92",26.72,4912
"41,922.96",21.72,4528
"41,923.00",19.16,4296
"41,923.04",16.66,4113
"41,923.08",16.48,4006
"41,923.13",16.58,3976
"41,923.17",18.99,3999
"41,923.21",22.29,4181
"41,923.25",22.14,4416
"41,923.29",26.11,4691
"41,923.33",28.71,4970
"41,923.38",29.61,5182
"41,923.42",30,5322
"41,923.46",29.99,5392
"41,923.50",28.21,5401
"41,923.54",27.01,5387
"41,923.58",27.5,5362
"41,923.63",27.08,5355
"41,923.67",28.66,5367
"41,923.71",35.97,5438
"41,923.75",38.78,5533
"41,923.79",29.88,5420
"41,923.83",28.68,5232
"41,923.88",27.5,5007
"41,923.92",24.08,4717
"41,923.96",21.2,4376
"41,924.00",18.78,4135
"41,924.04",16.82,4002
"41,924.08",16.1,3919
"41,924.13",15.97,3890
"41,924.17",17.04,3870
"41,924.21",18.37,4018
"41,924.25",19.98,4158
"41,924.29",22.16,4346
"41,924.33",24.19,4569
"41,924.38",25.94,4758
"41,924.42",26.51,4904
"41,924.46",25.4,4992
"41,924.50",25.04,5023
"41,924.54",24.46,5023
"41,924.58",24.81,5021
"41,924.63",25.35,5033
"41,924.67",29.78,5082
"41,924.71",41,5232
"41,924.75",42.68,5382
"41,924.79",35.06,5337
"41,924.83",28.77,5210
"41,924.88",26.92,4987
"41,924.92",20.92,4659
"41,924.96",22.48,4318
"41,925.00",20.87,4142
"41,925.04",17.1,4053
"41,925.08",16.67,3999
"41,925.13",18.12,3990
"41,925.17",23.17,4083
"41,925.21",34.71,4631
"41,925.25",35.87,5196
"41,925.29",35.47,5639
"41,925.33",40.48,5916
"41,925.38",40.59,6062
"41,925.42",41.87,6150
"41,925.46",41.75,6199
"41,925.50",39.33,6236
"41,925.54",38.92,6245
"41,925.58",38.89,6264
"41,925.63",39.53,6304
"41,925.67",39.44,6339
"41,925.71",54.27,6305
"41,925.75",54.4,6280
"41,925.79",39.34,6100
"41,925.83",34.17,5851
"41,925.88",30,5504
"41,925.92",26.72,5049
"41,925.96",27.88,4558
"41,926.00",24.77,4331
"41,926.04",21.23,4211
"41,926.08",20.93,4146
"41,926.13",21.21,4139
"41,926.17",27.14,4299
"41,926.21",38,4941
"41,926.25",42.94,5606
"41,926.29",41.32,6119
"41,926.33",50.26,6466
"41,926.38",49.26,6638
"41,926.42",45.46,6729
"41,926.46",43.59,6789
"41,926.50",44.24,6822
"41,926.54",42.97,6828
"41,926.58",42.97,6862
"41,926.63",42.8,6883
"41,926.67",43.25,6883
"41,926.71",55.11,6785
"41,926.75",55.2,6715
"41,926.79",41.22,6498
"41,926.83",36.38,6216
"41,926.88",34.05,5841
"41,926.92",29.19,5323
"41,926.96",31.2,4947
"41,927.00",29.79,4741
"41,927.04",27.59,4649
"41,927.08",28.19,4596
"41,927.13",28.39,4585
"41,927.17",31.59,4686
"41,927.21",40.44,5342
"41,927.25",46.18,6001
"41,927.29",44.54,6531
"41,927.33",50,6904
"41,927.38",53.53,7108
"41,927.42",52.95,7241
"41,927.46",52.1,7328
"41,927.50",54.02,7387
"41,927.54",52,7404
"41,927.58",52.13,7437
"41,927.63",54.24,7462
"41,927.67",55,7457
"41,927.71",72,7340
"41,927.75",68.2,7230
"41,927.79",49.34,6997
"41,927.83",41.01,6737
"41,927.88",36.51,6383
"41,927.92",31.65,5871
"41,927.96",31.22,5252
"41,928.00",29.86,4999
"41,928.04",28.01,4802
"41,928.08",27.38,4698
"41,928.13",27.91,4686
"41,928.17",31.54,4899
"41,928.21",40.2,5438
"41,928.25",47.13,6091
"41,928.29",46.66,6611
"41,928.33",51.01,6958
"41,928.38",54.04,7134
"41,928.42",53.99,7219
"41,928.46",54.11,7255
"41,928.50",53,7258
"41,928.54",51.03,7238
"41,928.58",50.5,7225
"41,928.63",49.28,7201
"41,928.67",50.73,7161
"41,928.71",59.95,7028
"41,928.75",65.38,6895
"41,928.79",45.53,6615
"41,928.83",40.56,6314
"41,928.88",34.58,5935
"41,928.92",29.94,5436
"41,928.96",29.97,4860
"41,929.00",27.87,4724
"41,929.04",27.32,4545
"41,929.08",26.23,4449
"41,929.13",27.05,4430
"41,929.17",27.32,4606
"41,929.21",36.65,5113
"41,929.25",39.03,5713
"41,929.29",39.03,6176
"41,929.33",41.6,6500
"41,929.38",43.78,6690
"41,929.42",46.57,6797
"41,929.46",44.64,6846
"41,929.50",42.69,6863
"41,929.54",41.85,6847
"41,929.58",41.62,6834
"41,929.63",40.25,6810
"41,929.67",41.38,6768
"41,929.71",48.7,6640
"41,929.75",54.07,6510
"41,929.79",37.88,6247
"41,929.83",35.34,5973
"41,929.88",31.44,5662
"41,929.92",27.05,5270
"41,929.96",26.32,4897
"41,930.00",23.62,4575
"41,930.04",22.53,4376
"41,930.08",22.12,4264
"41,930.13",22.11,4218
"41,930.17",21.93,4221
"41,930.21",24.01,4427
"41,930.25",26.59,4665
"41,930.29",30.42,4943
"41,930.33",34.62,5239
"41,930.38",38.16,5483
"41,930.42",39,5624
"41,930.46",38.99,5684
"41,930.50",35.99,5678
"41,930.54",34.96,5650
"41,930.58",33.97,5611
"41,930.63",35.11,5555
"41,930.67",36.85,5543
"41,930.71",46.28,5634
"41,930.75",53.56,5668
"41,930.79",37.32,5531
"41,930.83",33.32,5354
"41,930.88",31.12,5143
"41,930.92",27.17,4869
"41,930.96",24.27,4558
"41,931.00",21.04,4275
"41,931.04",20.29,4095
"41,931.08",20.18,3992
"41,931.13",20.43,3953
"41,931.17",21.45,3958
"41,931.21",21.69,4079
"41,931.25",24.19,4214
"41,931.29",27.95,4380
"41,931.33",31.78,4603
"41,931.38",33.61,4811
"41,931.42",32.94,4952
"41,931.46",32.21,5032
"41,931.50",31.67,5067
"41,931.54",31.44,5077
"41,931.58",31.47,5081
"41,931.63",31.89,5093
"41,931.67",36.42,5165
"41,931.71",52.09,5330
"41,931.75",49.87,5433
"41,931.79",38.95,5380
"41,931.83",34.12,5267
"41,931.88",31.11,5079
"41,931.92",27.52,4793
"41,931.96",27.52,4477
"41,932.00",23.82,4185
"41,932.04",23.28,4045
"41,932.08",23,3979
"41,932.13",23.53,3980
"41,932.17",26.71,4148
"41,932.21",38.92,4645
"41,932.25",43.33,5197
"41,932.29",40.87,5606
"41,932.33",45,5872
"41,932.38",46,6010
"41,932.42",44.06,6038
"41,932.46",42.48,6042
"41,932.50",41,6036
"41,932.54",40.11,6024
